# Selection     : all 
# Volume        : 5.16250000e-02
# Time          	minMag(U)	location	cell	processor
1604            	2.34946647e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1605            	2.34946646e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1606            	2.34946646e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1607            	2.34946646e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1608            	2.34946646e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1609            	2.34946645e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1610            	2.34946645e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1611            	2.34946645e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1612            	2.34946644e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1613            	2.34946644e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1614            	2.34946644e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1615            	2.34946644e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1616            	2.34946643e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1617            	2.34946643e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1618            	2.34946643e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1619            	2.34946643e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1620            	2.34946642e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1621            	2.34946642e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1622            	2.34946642e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1623            	2.34946642e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1624            	2.34946642e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1625            	2.34946641e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1626            	2.34946641e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1627            	2.34946641e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1628            	2.34946641e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1629            	2.34946641e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1630            	2.34946641e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1631            	2.34946640e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1632            	2.34946640e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1633            	2.34946640e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1634            	2.34946640e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1635            	2.34946640e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1636            	2.34946640e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1637            	2.34946640e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1638            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1639            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1640            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1641            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1642            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1643            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1644            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1645            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1646            	2.34946639e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1647            	2.34946638e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1648            	2.34946638e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1649            	2.34946638e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1650            	2.34946638e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1651            	2.34946638e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1652            	2.34946638e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1653            	2.34946638e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1654            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1655            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1656            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1657            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1658            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1659            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1660            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1661            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1662            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1663            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1664            	2.34946637e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1665            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1666            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1667            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1668            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1669            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1670            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1671            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1672            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1673            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1674            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1675            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1676            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1677            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1678            	2.34946636e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1679            	2.34946635e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1680            	2.34946635e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1681            	2.34946635e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1682            	2.34946635e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1683            	2.34946635e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1684            	2.34946635e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1685            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1686            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1687            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1688            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1689            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1690            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1691            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1692            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1693            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1694            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1695            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1696            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1697            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1698            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1699            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1700            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1701            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1702            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1703            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1704            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1705            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1706            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1707            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1708            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1709            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1710            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1711            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1712            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1713            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1714            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1715            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1716            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1717            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1718            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1719            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1720            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1721            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1722            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1723            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1724            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1725            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1726            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1727            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1728            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1729            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1730            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1731            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1732            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1733            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1734            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1735            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1736            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1737            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1738            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1739            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1740            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1741            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1742            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1743            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1744            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1745            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1746            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1747            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1748            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1749            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1750            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1751            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1752            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1753            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1754            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1755            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1756            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1757            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1758            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1759            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1760            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1761            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1762            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1763            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1764            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1765            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1766            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1767            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1768            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1769            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1770            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1771            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1772            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1773            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1774            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1775            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1776            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1777            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1778            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1779            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1780            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1781            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1782            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1783            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1784            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1785            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1786            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1787            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1788            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1789            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1790            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1791            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1792            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1793            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1794            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1795            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1796            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1797            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1798            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1799            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1800            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1801            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1802            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1803            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1804            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1805            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1806            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1807            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1808            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1809            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1810            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1811            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1812            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1813            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1814            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1815            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1816            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1817            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1818            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1819            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1820            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1821            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1822            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1823            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1824            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1825            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1826            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1827            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1828            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1829            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1830            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1831            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1832            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1833            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1834            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1835            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1836            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1837            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1838            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1839            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1840            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1841            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1842            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1843            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1844            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1845            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1846            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1847            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1848            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1849            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1850            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1851            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1852            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1853            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1854            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1855            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1856            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1857            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1858            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1859            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1860            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1861            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1862            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1863            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1864            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1865            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1866            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1867            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1868            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1869            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1870            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1871            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1872            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1873            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1874            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1875            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1876            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1877            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1878            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1879            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1880            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1881            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1882            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1883            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1884            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1885            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1886            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1887            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1888            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1889            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1890            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1891            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1892            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1893            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1894            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1895            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1896            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1897            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1898            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1899            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1900            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1901            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1902            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1903            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1904            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1905            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1906            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
